name_original,name,songer_code,circuit_original,circuit,id,pres,appres,yearl,yearb,yeard,pleft,left,party,district,state,city,gender,race,amon,ayear,crossl,crossa,___l,___j,___char,elevate,pred,dcother,recess,appt,temp,trans,assets,liable,aba,abamin,dsenate,rsenate,dhouse,rhouse,fhouse,fsenate,drhouse,drsenate,whouse,wsenate,nrhouse,nrsenate,dsens,rsens,dummy,tperm,fsens,drsens,wsens,nrsens,osens,yeari,yearc,congress,unity,e1,e2,e3,e4,e5,e6,congresi,unityi,hdem,hrep,sdem,srep,hother,sother,yearo,e7,e8,congreso,unityo,cityb,religion,badeg,bastate,bastatus,jddeg,jdstate,jdstatus,grad1,grad2,networth,agego,service,ageon,csb,ba,bast,bapp,ls,lsst,jdpp,graddeg1,graddeg2,pssc,pslc,plocct,psjdget,pausa,pusa,psgo,psg,pago,pag,pcc,psp,pmag,pbank,pterr,pcab,pasatty,psatty,pcabdept,pscab,pscabdpt,paag,pindreg1,preg1,preg2,preg3,phouse,psenate,pgov,statecab,state2,pssenate,pshouse,pmayor,pccoun,pccom,pada,pda,plother,plotherl,plawprof,pprivate,recdate
"Dick, Robert Paine","Dick, Robert Paine",,4,Fourth,2476,Grant,Republican,1898,1823,1898,McKinley,Resigned,Republican,Western,North Carolina,"Greensboro, NC",Male,White,June,1872,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,17,57,104,139,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1872,1898,55TH,0,134,206,34,46,16,10,42ND,Unified,104,139,17,57,0,0,1898,,,55TH,0,3335,7,0,2,2,108,3,3,,,,75,26,49,"Greensboro, NC",0,2,2,108,3,3,,,1,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,86,,1,,,,,,,,,,1,
"Dick, John McClintock","Dick, John McClintock",,13,Ind. District,2466,Monroe,Other,1824,1790,1861,Monroe,Resigned,Jeffersonian Democrat,Entire State,Louisiana,"New Orleans, LA",Male,White,March,1821,0,Not Two-Party,,,,,4004,,Not Recess Appt.,0,0,0,,,Not Rated,,0,0,0,0,25,4,158,44,0,0,0,0,,,1,,,,,,,1821,1824,18TH,0,187,26,44,4,,,17TH,Unified,158,25,44,4,0,0,1824,,,18TH,0,5988,7,0,2,2,108,3,3,,,,34,3,31,Ireland,0,2,2,108,3,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Dickerson, Philemon","Dickerson, Philemon",,3,Third,2479,Van Buren,Other,1862,1788,1862,Lincoln,Died,Democrat,Entire State,New Jersey,"Paterson, NJ",Male,White,March,1841,1,Not Two-Party,,,,,2478,,Not Recess Appt.,0,0,0,,,Not Rated,,22,0,102,0,0,0,0,0,133,28,0,0,,,1,,,,,,,1841,1862,37TH,0,42,106,11,31,28,7,27TH,Unified,102,133,28,22,6,0,1862,,,37TH,0,6040,2,68,1,1,108,3,3,,,,74,21,53,"Morris county, NJ",68,1,1,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,1,
"Dickerson, Mahlon","Dickerson, Mahlon",,3,Third,2478,Van Buren,Other,1841,1770,1853,Van Buren,Resigned,Jeffersonian Democrat,Entire State,New Jersey,"Trenton, NJ",Male,White,July,1840,0,Not Two-Party,,,,,12937,,Not Recess Appt.,0,0,0,,,Not Rated,,28,0,124,0,0,0,0,0,118,22,0,0,,,1,,,,,,,1840,1840,26TH,0,124,118,28,22,,,26TH,Unified,124,118,28,22,0,0,1840,,,26TH,0,6039,2,598,0,,108,3,3,,,,71,1,70,"Hanover Neck, NJ",598,0,,108,3,3,,,1,,1,2,,,,,,,,,,,,,,,,,,,1,27,,,,1,1,84,85,,1,,1,,,,1,1,,1,
"Dickinson, Oliver Booth","Dickinson, Oliver Booth",,3,Third,2470,Wilson,Democrat,1939,1857,1939,F. Roosevelt,Died,Democrat,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,April,1914,0,Same Party,,,,,0,,Not Recess Appt.,1,4,0,,,Not Rated,,51,44,290,127,1,0,0,0,0,0,0,0,0,2,1,3,,,,,,1914,1939,76TH,0,262,169,69,23,4,4,63RD,Unified,290,127,51,44,18,1,1939,,,76TH,0,3540,3,126,0,1,108,3,3,2,,,82,25,57,"Dayton, OH",126,0,1,108,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Diclerico, Joseph A., Jr.","Diclerico, Joseph A., Jr.",10194,1,First,22850,"Bush, 41",Republican,9999,1941,9999,Active Ser.,Active Service,Republican,Entire State,New Hampshire,"Concord, NH",Male,White,August,1992,3,Same Party,,,,,,,Not Recess Appt.,0,0,,654394,,Well-Qual.,,57,43,268,167,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1992,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,5245,4,101,1,1,99,9,9,,,654394,8058,8007,51,"Lynn, MA",101,1,1,99,9,9,,,,1,,15,,,,,,,,,,,,,,,,,,,1,91,,,,,,36,2,,,,,,,,,,,1,
"Dier, Richard A.","Dier, Richard A.",10823,8,Eighth,2475,Nixon,Republican,1972,1914,1972,Nixon,Died,Republican,Entire State,Nebraska,"Omaha, NE",Male,White,December,1971,0,Same Party,,,,,12640,,Not Recess Appt.,0,0,0,,,Qualified,,54,44,255,180,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1971,1972,92ND,1,255,180,55,45,,,92ND,"Divided, Both",225,180,55,45,0,0,1972,,,92ND,1,5247,8,59,0,0,96,1,1,2,,,58,1,57,"Exeter, NE",59,0,0,96,1,1,2,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,
"Dietrich, Frank Sigel","Dietrich, Frank Sigel",30925,9,Ninth,2480,T. Roosevelt,Republican,1927,1863,1930,Coolidge,Elevated,Republican,Entire State,Idaho,"Boise, ID",Male,White,March,1907,0,Same Party,,,,,559,,Conf. Recess Appt.,0,0,0,,,Not Rated,,29,61,164,222,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1907,1926,69TH,0,183,247,40,54,5,1,60TH,Unified,164,222,29,61,0,0,1926,,,69TH,0,1610,3,105,1,1,108,3,3,2,,,64,20,44,"Franklin County, KS",105,1,1,108,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3/19/1907
"Dillin, Samuel Hugh","Dillin, Samuel Hugh",10721,7,Seventh,2490,Kennedy,Democrat,1993,1914,9999,Clinton,Retired,Democrat,Southern,Indiana,"Indiannapolis, IN",Male,White,September,1961,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Well-Qual.,,64,36,262,175,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1961,1993,103RD,0,258,176,57,43,1,,87TH,Unified,263,174,64,36,0,0,1993,,,103RD,0,5246,10,43,0,0,43,0,0,,,,79,32,47,"Petersburg, IN",43,0,0,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195,,1,1,,,,,,,,,1,
"Dimitrouleas, William P.","Dimitrouleas, William P.",,11,Eleventh,30080,Clinton,Democrat,9999,1951,9999,Active Ser.,Active Service,Republican,Southern,Florida,"Plantation, FL",Male,White,May,1998,3,Cross Party,,,,,,,Not Recess Appt.,,,,265000,,Qualified,Well-Qual.,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,105TH,"Divided, Both",207,227,45,55,1,0,9999,,,,,5245,33,179,1,1,31,0,0,0,0,265000,8048,8001,47,"Lynn, MA",179,1,1,31,0,0,0,0,,1,,9,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,68,,,
"Dimmick, Carolyn R.","Dimmick, Carolyn R.",10946,9,Ninth,2495,Reagan,Republican,1997,1929,9999,Clinton,Retired,Republican,Western,Washington,"Seattle, WA",Female,White,April,1985,2,Same Party,,,,,0,,Not Recess Appt.,1,1,0,662500,,Well-Qual.,,47,53,253,182,0,0,0,0,0,0,0,0,0,2,1,0,,,,,,1985,1997,105TH,1,207,227,45,55,1,,99TH,"Divided, House",253,182,47,53,0,0,1997,,,105TH,1,4760,8,95,0,0,95,0,0,,,662500,68,12,56,"Seattle, WA",95,0,0,95,0,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,1,
"Dimock, Edward Jordan","Dimock, Edward Jordan",10246,2,Second,2500,Truman,Democrat,1961,1890,1986,Kennedy,Retired,Democrat,Southern,New York,"New York, NY",Male,White,July,1951,0,Same Party,,,,,5320,,Not Recess Appt.,0,0,0,,,Not Rated,,49,47,234,199,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1951,1961,87TH,0,263,174,64,36,,,82ND,Unified,234,199,48,47,2,1,1961,,,87TH,0,6083,2,99,1,19,39,1,1,,,,71,10,61,"Elizabeth, NJ",99,1,19,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2213,,,,,,187,,,,,,,,,,,,1,
"Ditter, J. William, Jr.","Ditter, J. William, Jr.",10331,3,Third,2510,Nixon,Republican,1986,1921,9999,Reagan,Retired,Republican,Eastern,Pennsylvania,"Philadelphia, PA",Male,White,October,1970,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,58,42,243,192,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1970,1986,99TH,2,253,182,47,53,,,91ST,"Divided, Both",243,192,58,42,0,0,1986,,,99TH,2,3860,10,347,0,1,68,0,1,,,,65,16,49,"Philadelphia, PA",347,0,1,68,0,1,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,24,,1,
"Dlott, Susan J.","Dlott, Susan J.",20678,6,Sixth,23430,Clinton,Democrat,9999,1949,9999,Active Ser.,Active Service,Democrat,Southern,Ohio,"Cincinnati, OH",Female,White,December,1995,3,Same Party,15,16,J,,,,Not Recess Appt.,0,0,,5241964,,Well-Qual.,Qualified,47,53,199,236,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1995,,,,,,,,,,104TH,"Divided, Both",203,231,48,52,1,0,9999,,,,,3540,5,68,1,1,8,1,1,0,0,5241964,8050,8004,46,"Dayton, OH",68,1,1,8,1,1,0,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,1,
"Dobie, Armistead Mason","Dobie, Armistead Mason",10427,4,Fourth,2515,F. Roosevelt,Democrat,1939,1881,1962,F. Roosevelt,Elevated,Democrat,Western,Virginia,"Charlottesville, VA",Male,White,June,1939,0,Same Party,,,,,12570,,Not Recess Appt.,0,0,0,,,Not Rated,,69,23,262,169,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1939,1939,76TH,0,262,169,69,23,4,4,76TH,Unified,262,169,69,23,4,4,1939,,,76TH,0,4660,2,94,0,0,94,0,0,2,,,58,0,58,"Norfolk, VA",94,0,0,94,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
"Dodge, Frederic","Dodge, Frederic",,1,First,2525,T. Roosevelt,Republican,1912,1847,1927,Taft,Elevated,Republican,Entire State,Massachusetts,"Boston, MA",Male,White,February,1905,0,Same Party,,,,,7850,,Not Recess Appt.,0,0,0,,,Not Rated,,32,58,136,250,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1904,1912,62ND,2,228,162,42,49,1,,58TH,Unified,178,207,32,58,0,0,1912,,,62ND,2,2115,1,39,0,1,39,0,1,,,,65,7,58,"Cambridge, MA",39,0,1,39,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Doherty, Rebecca Feeney","Doherty, Rebecca Feeney",30550,5,Fifth,22150,"Bush, 41",Republican,9999,1952,9999,Active Ser.,Active Service,Republican,Western,Louisiana,"Lafayette, LA",Female,White,October,1991,3,Same Party,,,,,0,,Not Recess Appt.,1,,0,180885,,Qualified,Not Qualified,56,44,268,167,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1991,,,,,,,,,,102ND,"Divided, Both",267,165,56,44,1,0,9999,,,,,4340,4,348,0,0,47,0,0,2,,180885,8047,8008,39,"Ft. Worth, TX",348,0,0,47,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Dominguez, Daniel R.","Dominguez, Daniel R.",10198,1,First,23030,Clinton,Democrat,9999,1945,9999,Active Ser.,Active Service,Republican,Entire State,Puerto Rico,Puerto Rico,Male,Hispanic,September,1994,3,Cross Party,20,21,R,,,,Not Recess Appt.,0,0,,1647688,,Qualified,,56,44,259,176,0,0,0,0,0,0,0,0,,,1,,,,,,,1994,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,5120,4,8,1,1,311,0,0,0,0,1647688,8054,8005,49,Puerto Rico,8,1,1,311,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Donald, Bernice B.","Donald, Bernice B.",20685,6,Sixth,23435,Clinton,Democrat,9999,1951,9999,Active Ser.,Active Service,Democrat,Western,Tennessee,"Memphis, TN",Female,African American,December,1995,3,Same Party,18,19,B,,,,Not Recess Appt.,0,0,,397950,,Qualified,Well-Qual.,47,53,199,236,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1995,,,,,,,,,,104TH,"Divided, Both",203,231,48,52,1,0,9999,,,,,5244,8,349,0,0,349,0,0,0,0,397950,8048,8004,44,"Desoto County, MS",349,0,0,349,0,0,0,0,,,1,6,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,1,
"Donohoe, James A.","Donohoe, James A.",10824,8,Eighth,2535,F. Roosevelt,Democrat,1956,1877,1956,Eisenhower,Died,Democrat,Entire State,Nebraska,"Omaha, NE",Male,White,April,1933,1,Same Party,,,,,21160,,Not Recess Appt.,0,0,0,,,Not Rated,,59,36,313,117,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1933,1956,84TH,1,232,203,48,47,,1,73RD,Unified,313,117,59,36,5,1,1956,,,84TH,1,6072,4,350,,,108,3,3,,,,79,23,56,"Oneill, NE",350,,,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
"Donovan, Dennis Francis","Donovan, Dennis Francis",10825,8,Eighth,2545,Truman,Democrat,1965,1889,1974,L.B. Johnson,Retired,Democrat,Entire State,Minnesota,"Duluth, MN",Male,White,July,1945,0,Same Party,,,,,15480,,Not Recess Appt.,0,0,0,,,Not Rated,,57,38,243,190,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1945,1965,89TH,0,295,140,68,32,,,79TH,Unified,243,190,57,38,2,1,1965,,,89TH,0,5242,4,,,,54,1,0,,,,76,20,56,"Champion, MI",,,,54,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Donworth, George","Donworth, George",,9,Ninth,2550,Taft,Republican,1912,1861,1947,Taft,Resigned,Republican,Western,Washington,"Seattle, WA",Male,White,May,1909,0,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,32,59,172,219,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1909,1912,62ND,2,228,162,42,49,1,,61ST,Unified,172,219,32,59,0,0,1912,,,62ND,2,1950,4,35,1,1,108,3,3,,,,51,3,48,"Machias, ME",35,1,1,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,1,
"Dooley, Joseph Brannon","Dooley, Joseph Brannon",10555,5,Fifth,2555,Truman,Democrat,1966,1889,1967,L.B. Johnson,Retired,Democrat,Northern,Texas,"Amarillo, TX",Male,White,July,1947,0,Same Party,,,,,20540,,Not Recess Appt.,0,0,0,,,Not Rated,,45,51,188,246,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1947,1966,89TH,0,295,140,68,32,,,80TH,"Divided, Both",188,246,45,51,1,0,1966,,,89TH,0,5241,2,0,2,2,86,0,0,,,,77,19,58,"San Angelo, TX",0,2,2,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Dooling, John F., Jr.","Dooling, John F., Jr.",10247,2,Second,2560,Kennedy,Democrat,1976,1908,1981,Ford,Retired,Democrat,Eastern,New York,"Brooklyn, NY",Male,White,September,1961,1,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Excep. Well-Qual.,,64,36,262,175,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1961,1976,94TH,1,291,144,61,38,,,87TH,Unified,263,174,64,36,0,0,1976,,,94TH,1,3220,4,668,0,1,39,1,1,,,,68,15,53,"Brooklyn, NY",668,0,1,39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Dooling, Maurice Timothy","Dooling, Maurice Timothy",,9,Ninth,2565,Wilson,Democrat,1924,1860,1924,Coolidge,Died,Democrat,Northern,California,"San Francisco, CA",Male,White,July,1913,1,Same Party,,,,,2410,,Not Recess Appt.,0,0,0,,,Not Rated,,51,44,290,127,1,0,0,0,0,0,0,0,0,2,1,,,,,,,1913,1924,68TH,0,207,225,43,51,3,2,63RD,Unified,290,127,51,44,18,1,1924,,,68TH,0,5806,4,302,0,1,108,3,3,2,15,,64,11,53,"Moores Flat, CA",302,0,1,108,3,3,2,15,,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
"Dorr, Richard Everett","Dorr, Richard Everett",,8,Eighth,30235,"Bush, 43",Republican,9999,,9999,Active Ser.,Active Service,Republican,Western,Missouri,,Male,White,August,2002,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002,,,,,,,,,,107TH,"Divided, Senate",212,221,50,50,2,1,9999,,,,,,,,,,,,,,,,,7997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dorsey, Peter C.","Dorsey, Peter C.",10248,2,Second,2570,Reagan,Republican,1998,1931,9999,Clinton,Retired,Republican,Entire State,Connecticut,"Hartford, CT",Male,White,July,1983,2,Same Party,,,,,1700,,Not Recess Appt.,0,0,0,1144558,,Well-Qual.,Qualified,46,54,268,167,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1983,1998,105TH,1,207,227,45,55,1,,98TH,"Divided, House",269,166,46,54,0,0,1998,,,105TH,1,765,4,99,0,1,39,1,1,,,1144558,67,15,52,"New London, CT",99,0,1,39,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Doty, David S.","Doty, David S.",20841,8,Eighth,2575,Reagan,Republican,1998,1929,9999,Clinton,Retired,Republican,Entire State,Minnesota,"Minneapolis, MN",Male,White,May,1987,2,Same Party,,,,,7790,,Not Recess Appt.,0,0,0,1864652,,Well-Qual.,,55,45,258,177,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1987,1998,105TH,1,207,227,45,55,1,,100TH,"Divided, Both",258,177,55,45,0,0,1998,,,105TH,1,2302,2,55,0,0,55,0,0,,,1864652,69,11,58,"Anoka, MN",55,0,0,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,1,
"Doumar, Robert G.","Doumar, Robert G.",10428,4,Fourth,2583,Reagan,Republican,1996,1930,9999,Clinton,Retired,Republican,Eastern,Virginia,"Norfolk, VA",Male,White,December,1981,1,Same Party,,,,,6310,,Not Recess Appt.,0,0,0,411069,,Qualified,,46,53,243,192,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1981,1996,104TH,1,203,231,48,52,1,,97TH,"Divided, House",243,192,47,53,0,0,1996,,,104TH,1,4660,4,0,2,2,94,0,0,10,,411069,66,15,51,"Norfolk, VA",0,2,2,94,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Dowd, David D., Jr.","Dowd, David D., Jr.",10625,6,Sixth,2585,Reagan,Republican,1996,1929,9999,Clinton,Retired,Republican,Northern,Ohio,"Akron, OH",Male,White,September,1982,1,Same Party,,,,,1960,,Not Recess Appt.,0,0,0,177600,,Well-Qual.,Excep. Well-Qual.,46,53,243,192,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1982,1996,104TH,1,203,231,48,52,1,,97TH,"Divided, House",243,192,47,53,0,0,1996,,,104TH,1,3530,7,678,0,1,54,1,0,,,177600,67,14,53,"Cleveland, OH",678,0,1,54,1,0,,,1,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,
"Downes, William F.","Downes, William F.",21005,10,Tenth,23440,Clinton,Democrat,9999,1946,9999,Active Ser.,Active Service,Democrat,Entire State,Wyoming,"Caspar, WY",Male,White,June,1994,3,Same Party,18,19,F,,,,Not Recess Appt.,0,0,,327463,,Well-Qual.,Qualified,56,44,259,176,0,0,0,0,0,0,0,0,0,2,1,,,,,,,1994,,,,,,,,,,103RD,Unified,258,176,57,43,1,0,9999,,,,,2110,4,86,1,0,41,1,0,0,0,327463,8053,8005,48,"Boston, MA",86,1,0,41,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
"Doyle, James E.","Doyle, James E.",10722,7,Seventh,2590,L.B. Johnson,Democrat,1980,1915,1987,Carter,Retired,Democrat,Western,Wisconsin,"Madison, WI",Male,White,May,1965,0,Same Party,,,,,22700,,Not Recess Appt.,0,0,0,,,Well-Qual.,,68,32,295,140,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1965,1980,96TH,0,277,158,59,41,,,89TH,Unified,295,140,68,32,0,0,1980,,,96TH,0,4970,4,89,0,0,20,1,1,,,,65,15,50,"Oshkosh, WI",89,0,0,20,1,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,96,114,,,,,,,,,,,,,,,,,1,
"Doyle, William E.","Doyle, William E.",11024,10,Tenth,2595,Kennedy,Democrat,1971,1911,1986,Nixon,Elevated,Democrat,Entire State,Colorado,"Denver, CO",Male,White,September,1961,1,Same Party,,,,,0,,Not Recess Appt.,1,,0,,,Qualified,,64,36,262,175,0,0,0,0,0,0,0,0,1,1,1,,,,,,,1961,1971,92ND,1,225,180,55,45,,,87TH,Unified,263,174,64,36,0,0,1971,,,92ND,1,630,4,19,0,0,34,1,1,,,,60,10,50,"Denver, CO",19,0,0,34,1,1,,,1,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
"Drayton, John","Drayton, John",,6,Sixth,2603,Madison,Other,1822,1766,1822,Monroe,Died,Jeffersonian Democrat,Entire State,South Carolina,"Charleston, SC",Male,White,May,1812,0,Not Two-Party,,,,,598,,Not Recess Appt.,0,0,0,,,Not Rated,,0,0,0,0,36,6,108,30,0,0,0,0,,,1,,,,,,,1812,1822,17TH,0,158,25,44,4,,,12TH,Unified,108,36,30,6,0,0,1822,,,17TH,0,4010,2,0,2,2,108,3,3,,,,56,10,46,"Charleston, SC",0,2,2,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,,1,1,,,,,,1,43,,1,
"Drayton, William","Drayton, William",,17,Southern,2604,Washington,Other,1790,1732,1790,Washington,Died,Federalist,Entire State,South Carolina,"Charleston, SC",Male,White,November,1789,0,Not Two-Party,,,,,0,,Conf. Recess Appt.,1,,0,,,Not Rated,,0,0,0,0,38,17,26,19,0,0,0,0,,,1,,,,,,,1789,1790,1ST,0,26,38,9,17,,,1ST,Unified,26,38,9,17,0,0,1790,,,1ST,0,5972,2,0,2,2,108,3,3,,,,58,1,57,"Ashley River, SC",0,2,2,108,3,3,,,1,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,,,11/18/1789
"Drell, Dee Dodson","Drell, Dee Dodson",,5,Fifth,30345,"Bush, 43",Republican,9999,1947,9999,Active Ser.,Active Service,Republican,Western,Louisiana,,Male,White,April,2003,3,Same Party,,,,,,,Not Recess Appt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2003,,,,,,,,,,108TH,Unified,205,228,48,51,1,1,9999,,,,,,,,,,,,,,,,8052,7996,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Driver, Samuel M.","Driver, Samuel M.",10948,9,Ninth,2605,Truman,Democrat,1958,1892,1958,Eisenhower,Died,Democrat,Eastern,Washington,"Spokane, WA",Male,White,April,1946,1,Same Party,,,,,13490,,Not Recess Appt.,0,0,0,,,Not Rated,,57,38,243,190,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1946,1958,85TH,1,234,201,49,47,,,79TH,Unified,243,190,57,38,2,1,1958,,,85TH,1,5240,8,0,2,2,95,0,0,10,,,66,12,54,"Wamic, OR",0,2,2,95,0,0,10,,1,,,6,,1,,,,,,,,,,,,,,,,,1,74,,,,,,,,,,,,,1,,,,,1,
"Droney, Christopher","Droney, Christopher",,2,Second,30012,Clinton,Democrat,9999,1954,9999,Active Ser.,Active Service,Democrat,Entire State,Connecticut,"West Hartford, CT",Male,White,September,1997,3,Same Party,,,,,,,Not Recess Appt.,0,0,0,223440,,Qualified,,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,105TH,"Divided, Both",207,227,45,55,1,0,9999,,,,,730,4,104,1,1,21,0,0,0,0,223440,8045,8002,43,"Hartford, CT",104,1,1,21,0,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,74,,1,
"Druffel, John H.","Druffel, John H.",10626,6,Sixth,2610,F. Roosevelt,Democrat,1961,1886,1967,Kennedy,Retired,Democrat,Southern,Ohio,"Cincinnati, OH",Male,White,December,1937,0,Same Party,,,,,0,,Conf. Recess Appt.,1,,0,,,Not Rated,,75,17,333,89,0,0,0,0,0,0,0,0,2,0,1,,,,,,,1937,1961,87TH,0,263,174,64,36,,,75TH,Unified,333,89,75,17,13,4,1961,,,87TH,0,3525,4,0,2,2,660,0,1,,,,75,24,51,"Cincinnati, OH",0,2,2,660,0,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,18,,1,9/22/1937
"Drummond, Thomas","Drummond, Thomas",,13,Ind. District,2611,Taylor,Other,1869,1809,1890,Grant,Elevated,Whig,Entire State,Illinois,"Galena, IL",Male,White,February,1850,1,Not Two-Party,,,,,11703,,Not Recess Appt.,0,0,0,,,Not Rated,,35,0,112,0,0,0,0,0,109,25,0,0,,,1,,,,,,,1850,1869,41ST,0,73,170,11,61,,,31ST,"Divided, Both",112,109,35,25,9,2,1869,,,41ST,0,1914,2,0,2,2,125,3,3,,,,60,19,41,"Bristol Mills, ME",0,2,2,125,3,3,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
"Duane, James","Duane, James",,19,Eastern,2617,Washington,Other,1794,1733,1797,Washington,Resigned,Federalist,Entire State,New York,"New York, NY",Male,White,September,1789,0,Not Two-Party,,,,,0,,Not Recess Appt.,1,,0,,,Not Rated,,0,0,0,0,38,17,26,19,0,0,0,0,,,1,,,,,,,1789,1794,3RD,2,57,48,13,17,,,1ST,Unified,26,38,9,17,0,0,1794,,,3RD,2,3260,2,0,2,2,108,3,3,,,,61,5,56,"New York, NY",0,2,2,108,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,103,,,,,,3,,1,,1,,,,,1,24,,1,
